frame,object_id,x,y,z,state
1009,7,-19.2261,15.4856,25.5959,3
1009,8,-62.8156,42.1251,56.0660,1
1010,7,-19.2802,15.8112,25.8160,3
1010,8,-62.6623,42.1608,55.9257,1
1011,7,-19.4342,16.1433,26.0030,3
1011,8,-62.4764,42.1405,55.8218,1
1012,7,-19.5825,16.3867,26.2105,3
1012,8,-62.2865,42.1013,55.6491,1
1013,7,-19.7040,16.6145,26.4411,3
1013,8,-62.1583,42.0340,55.4769,1
1014,7,-19.8536,16.7548,26.6946,3
1014,8,-62.0864,41.9043,55.1736,1
1015,7,-19.9787,16.9160,26.9600,3
1015,8,-62.0122,41.7498,54.7440,1
1016,7,-20.1012,17.0391,27.2445,3
1016,8,-61.8437,41.5938,54.2825,1
1017,7,,,,4
1017,8,-61.7694,41.3944,53.8334,1
1018,7,,,,4
1018,8,-61.7225,41.1890,53.3890,1
1019,7,,,,4
1019,8,-61.6300,40.9963,52.9749,1
1020,7,,,,4
1020,8,-61.5983,40.7764,52.5764,1
1021,7,,,,4
1021,8,-61.6305,40.5645,52.2095,1
1022,7,,,,4
1022,8,-61.6406,40.3653,51.8258,1
1023,7,,,,4
1023,8,-61.6246,40.1720,51.4630,1
1024,7,,,,4
1024,8,-61.6904,39.9799,51.2380,1
1025,7,,,,4
1025,8,-61.7510,39.7612,51.0001,1
1026,7,,,,4
1026,8,-61.8016,39.6083,50.7313,1
1027,7,,,,4
1027,8,-61.9693,39.4139,50.4891,1
1028,7,,,,4
1028,8,-62.1237,39.1609,50.2661,1
1029,7,,,,4
1029,8,-62.2939,38.9936,49.9150,1
1030,7,,,,4
1030,8,-62.4274,38.7701,49.6234,1
1031,7,,,,4
1031,8,-62.5574,38.5697,49.3411,1
1032,8,-62.6822,38.4490,49.0841,1
1033,8,-62.8407,38.3525,48.8438,1
1034,8,-63.0211,38.1645,48.5914,1
1035,8,-63.2481,37.9011,48.2754,1
1036,8,-63.3898,37.6474,47.9739,1
1037,8,-63.4823,37.3742,47.7398,1
1038,8,-63.5842,37.0816,47.6337,1
1039,8,-63.6736,36.8590,47.5825,1
1040,8,-63.7195,36.7874,47.5112,1
1041,8,-63.7107,36.6194,47.3530,1
1042,8,-63.8022,36.4157,47.2351,1
1043,8,-63.8670,36.2080,47.0357,1
1044,8,-63.9199,35.9697,46.8101,1
1045,8,-63.9938,35.6362,46.4889,1
1046,8,-64.1527,35.3611,46.2340,1
1047,8,-64.2343,35.1707,45.9768,1
1048,8,-64.3120,34.9530,45.7051,1
1049,8,-64.4439,34.7382,45.4264,1
1050,8,-64.5341,34.5323,45.0841,1
1051,8,-64.5977,34.2917,44.7814,1
1052,8,-64.6311,34.0268,44.4289,1
1053,8,-64.6626,33.6465,44.0601,1
1054,8,-64.6944,33.3246,43.7123,1
1055,8,-64.6432,32.9339,43.3611,1
1056,8,-64.6289,32.6132,43.0909,1
1057,8,-64.5499,32.2612,42.7501,1
1058,8,-64.4373,31.9429,42.4923,1
1059,8,-64.3743,31.6026,42.2051,1
1060,8,-64.3064,31.3019,42.0112,1
1061,8,-64.2861,31.0387,41.8348,1
1062,8,-64.2997,30.8245,41.6151,1
1063,8,-64.3304,30.6637,41.4465,1
1064,8,-64.3568,30.5789,41.2716,1
1065,8,-64.4429,30.4689,41.0413,1
1066,8,-64.6252,30.3693,40.8050,1
1067,8,-64.7865,30.2784,40.5550,1
1068,8,-64.9490,30.2316,40.2339,1
1069,8,-65.1736,30.0998,39.9336,1
1070,8,-65.3925,29.9318,39.6761,1
1071,8,-65.7179,29.7056,39.4502,1
1072,8,-65.9522,29.4428,39.1747,1
1073,8,-66.1064,29.1492,38.8863,1
1074,8,-66.3011,28.8895,38.6160,1
1075,8,-66.4997,28.6174,38.4050,1
1076,8,-66.6237,28.4093,38.1611,1
1077,8,-66.6823,28.2394,37.8786,1
1078,8,-66.7810,28.0855,37.5486,1
1079,8,-66.9292,27.9338,37.2940,1
1080,8,-67.0497,27.7661,37.1206,1
1081,8,-67.1904,27.5809,36.9075,1
1081,9,-28.1779,-83.5933,5.5795,1
1082,8,-67.3329,27.3801,36.7878,1
1082,9,-27.7461,-83.5638,5.3896,1
1083,8,-67.4963,27.1573,36.6301,1
1083,9,-27.3920,-83.4787,5.2505,1
1084,8,-67.7093,26.9672,36.5109,1
1084,9,-27.0878,-83.4095,5.1599,1
1085,8,-67.8778,26.7897,36.3919,1
1085,9,-26.7811,-83.3550,5.1643,1
1086,8,-68.0213,26.5340,36.3525,1
1086,9,-26.5356,-83.2217,5.2433,1
1087,8,-68.1896,26.3240,36.2727,1
1087,9,-26.3036,-83.1057,5.2926,1
1088,8,-68.3736,26.0781,36.1638,1
1088,9,-26.0745,-82.9666,5.4145,1
1089,8,-68.5627,25.7880,36.0823,1
1089,9,-25.9246,-82.8270,5.4788,1
1090,8,-68.7759,25.4297,36.0175,1
1090,9,-25.7779,-82.6059,5.5775,1
1091,8,-68.9983,25.0073,35.9125,1
1091,9,-25.6645,-82.3672,5.6824,1
1092,8,-69.2581,24.5480,35.7331,1
1092,9,-25.6437,-82.1239,5.8042,1
1093,8,-69.4414,24.0268,35.6523,1
1093,9,-25.5469,-81.8207,5.9449,1
1094,8,-69.6224,23.5175,35.5903,1
1094,9,-25.4636,-81.4785,6.1085,1
1095,8,-69.8037,23.0466,35.4938,1
1095,9,-25.4263,-81.1543,6.2642,1
1096,8,-70.0046,22.6273,35.2928,1
1096,9,-25.4933,-80.7882,6.4142,1
1097,8,-70.2288,22.2260,35.0739,1
1097,9,-25.5828,-80.4149,6.4953,1
1098,8,-70.4463,21.8029,34.8532,1
1098,9,-25.6174,-80.0319,6.6854,1
1099,8,-70.5898,21.4854,34.6339,1
1099,9,-25.6665,-79.6926,6.8682,1
1100,8,-70.7508,21.1908,34.3902,1
1100,9,-25.7218,-79.3628,7.0006,1
1101,8,-70.9248,20.9489,34.1360,1
1101,9,-25.7289,-79.0669,7.1494,1
1102,8,-71.0813,20.6493,33.8477,1
1102,9,-25.7374,-78.7392,7.2795,1
1103,8,-71.2586,20.3013,33.5155,1
1103,9,-25.7134,-78.4329,7.3639,1
1104,8,-71.3875,19.9645,33.2260,1
1104,9,-25.6531,-78.2087,7.4263,1
1105,8,-71.4867,19.7194,33.0068,1
1105,9,-25.5251,-77.8777,7.4704,1
1106,8,-71.5586,19.5033,32.7542,1
1106,9,-25.4679,-77.5277,7.5978,1
1107,8,-71.7331,19.2320,32.5208,1
1107,9,-25.4765,-77.1679,7.6098,1
1108,8,-71.8521,18.9909,32.1919,1
1108,9,-25.4939,-76.7635,7.5748,1
1109,8,-71.9619,18.7551,31.8581,1
1109,9,-25.5050,-76.3294,7.5299,1
1110,8,-72.0921,18.5159,31.5241,1
1110,9,-25.4881,-75.9084,7.5296,1
1111,8,-72.3117,18.3375,31.2247,1
1111,9,-25.5102,-75.4876,7.5617,1
1112,8,-72.5117,18.1123,30.9648,1
1112,9,-25.5819,-75.0330,7.6307,1
1113,8,-72.6919,17.8926,30.7469,1
1113,9,-25.6008,-74.6060,7.7224,1
1114,8,-72.8548,17.7717,30.5811,1
1114,9,-25.7169,-74.1349,7.8509,1
1115,8,-73.0220,17.7114,30.3564,1
1115,9,-25.8334,-73.5843,8.0408,1
1116,8,-73.1373,17.6074,30.0753,1
1116,9,-25.9384,-73.1160,8.3340,1
1117,8,-73.2323,17.5207,29.8219,1
1117,9,-26.1069,-72.6459,8.5961,1
1118,8,-73.3025,17.3276,29.4456,1
1118,9,-26.2450,-72.2591,8.7825,1
1119,8,-73.3654,17.1745,29.1046,1
1119,9,-26.3570,-71.8431,9.0037,1
1120,8,-73.3550,17.0901,28.7643,1
1120,9,-26.4331,-71.5401,9.2487,1
1121,8,-73.3905,17.0719,28.3519,1
1121,9,-26.5509,-71.2703,9.4397,1
1122,8,-73.4379,17.0786,27.9417,1
1122,9,-26.6307,-70.8889,9.5989,1
1123,8,-73.4623,17.0942,27.4939,1
1123,9,-26.6834,-70.5316,9.7475,1
1124,8,-73.6172,17.0823,27.0356,1
1124,9,-26.6929,-70.1097,9.9059,1
1125,8,-73.8456,17.0544,26.6796,1
1125,9,-26.7086,-69.7015,10.1080,1
1126,8,-74.0308,17.0808,26.3812,1
1126,9,-26.7451,-69.3356,10.2711,1
1127,8,-74.1533,16.9704,26.0890,1
1127,9,-26.7805,-68.9459,10.4843,1
1128,8,-74.2811,16.8229,25.7954,1
1128,9,-26.7564,-68.6396,10.5392,1
1129,8,-74.3703,16.6742,25.5242,1
1129,9,-26.6951,-68.2848,10.6736,1
1130,8,-74.4553,16.6059,25.2610,1
1130,9,-26.5577,-67.9216,10.8542,1
1131,8,-74.5843,16.4941,24.9371,1
1131,9,-26.4431,-67.6251,11.0398,1
1132,8,-74.7532,16.3304,24.5796,1
1132,9,-26.2811,-67.3397,11.1723,1
1133,8,-74.8716,16.0763,24.1966,1
1133,9,-26.0709,-67.1028,11.3463,1
1134,8,-74.9736,15.8163,23.8533,1
1134,9,-25.8916,-66.7312,11.5946,1
1135,8,-75.0879,15.5837,23.5205,1
1135,9,-25.8391,-66.4512,11.8440,1
1136,8,-75.2169,15.3505,23.2933,1
1136,9,-25.8226,-66.1846,12.1077,1
1137,8,-75.2942,15.0930,22.9300,1
1137,9,-25.8180,-65.8947,12.3637,1
1138,8,-75.3817,14.8031,22.5233,1
1138,9,-25.8752,-65.5713,12.6375,1
1139,8,-75.5239,14.5019,22.1230,1
1139,9,-25.9011,-65.1533,12.8610,1
1140,8,-75.6873,14.3202,21.7449,1
1140,9,-26.0115,-64.7064,13.0186,1
1141,8,-75.7946,14.0787,21.3583,1
1141,9,-26.0484,-64.2342,13.2445,1
1142,8,-75.8338,13.8259,20.9052,1
1142,9,-26.0470,-63.7855,13.3882,1
1143,8,-75.9252,13.6060,20.4998,1
1143,9,-26.0583,-63.4124,13.6076,1
1144,8,-75.9764,13.4593,20.0572,1
1144,9,-26.1126,-63.0438,13.8060,1
1145,8,-76.0514,13.3331,19.6284,1
1145,9,-26.2347,-62.7021,13.9775,1
1146,8,-76.1196,13.2714,19.3100,1
1146,9,-26.3670,-62.3673,14.2509,1
1147,8,-76.1657,13.0770,19.0546,1
1147,9,-26.5122,-62.0294,14.4833,1
1148,8,-76.2453,12.8551,18.7261,1
1148,9,-26.6229,-61.6510,14.7621,1
1149,8,-76.3346,12.6959,18.4275,1
1149,9,-26.7711,-61.2317,15.0880,1
1150,8,-76.4670,12.4723,18.1341,1
1150,9,-26.8701,-60.8161,15.3888,1
1151,8,-76.6031,12.3060,17.8241,1
1151,9,-26.8768,-60.4069,15.6751,1
1152,8,-76.7377,12.0723,17.4641,1
1152,9,-26.8330,-60.0146,15.9571,1
1153,8,-76.9313,11.8926,17.1193,1
1153,9,-26.7825,-59.6453,16.2032,1
1154,8,-77.1364,11.6917,16.7395,1
1154,9,-26.5908,-59.2409,16.3917,1
1155,8,-77.3361,11.4485,16.4661,1
1155,9,-26.4664,-58.8185,16.5586,1
1156,8,-77.5313,11.2193,16.3243,1
1156,9,-26.3627,-58.3859,16.6699,1
1157,8,-77.7791,11.0656,16.1406,1
1157,9,-26.3064,-58.1274,16.8767,1
1158,8,-78.1514,10.8967,15.9064,1
1158,9,-26.3054,-57.8308,17.0545,1
1159,8,-78.4355,10.8229,15.6770,1
1159,9,-26.2938,-57.4312,17.2030,1
1160,8,-78.7376,10.6550,15.4060,1
1160,9,-26.3105,-57.0012,17.3311,1
1161,8,-79.1179,10.5810,15.1443,1
1161,9,-26.2304,-56.5493,17.4477,1
1162,8,-79.5024,10.4311,14.8523,1
1162,9,-26.1434,-56.1507,17.5608,1
1163,8,-79.8016,10.3061,14.5646,1
1163,9,-26.1766,-55.7505,17.6085,1
1164,8,-80.1343,10.1650,14.3010,1
1164,9,-26.2145,-55.3437,17.6777,1
1165,8,-80.5109,10.0052,14.0308,1
1165,9,-26.3628,-54.9824,17.7664,1
1166,8,-80.9283,9.8435,13.8756,1
1166,9,-26.5652,-54.7188,17.8460,1
1167,8,-81.1804,9.5611,13.7676,1
1167,9,-26.6817,-54.4143,17.9105,1
1168,8,-81.3966,9.2540,13.6460,1
1168,9,-26.6477,-54.0308,18.0198,1
1169,8,-81.5604,8.9314,13.5086,1
1169,9,-26.7121,-53.6524,18.2724,1
1170,8,-81.7166,8.5947,13.3433,1
1170,9,-26.7638,-53.2702,18.5280,1
1171,8,-81.8313,8.2630,13.2367,1
1171,9,-26.8398,-52.9368,18.7562,1
1172,8,-81.8693,7.9519,13.1254,1
1172,9,-26.9234,-52.6482,18.8471,1
1173,8,-81.8501,7.6276,13.1031,1
1173,9,-27.0380,-52.3235,19.1196,1
1174,8,-81.7752,7.3161,13.1390,1
1174,9,-27.1047,-52.0279,19.3860,1
1175,8,-81.6473,6.9031,13.1973,1
1175,9,-27.2008,-51.7278,19.6213,1
1176,8,-81.4388,6.4617,13.2654,1
1176,9,-27.2671,-51.4080,19.8132,1
1177,8,-81.2031,6.0605,13.3748,1
1177,9,-27.4077,-51.1040,20.0163,1
1178,8,-80.9985,5.6657,13.4757,1
1178,9,-27.5143,-50.7561,20.1747,1
1179,8,-80.8144,5.3808,13.5899,1
1179,9,-27.5732,-50.4434,20.3184,1
1180,8,-80.6902,5.2084,13.6604,1
1180,9,-27.6010,-50.0865,20.5220,1
1181,8,-80.5811,5.0774,13.7647,1
1181,9,-27.5652,-49.6945,20.6639,1
1182,8,-80.5195,5.0155,13.8950,1
1182,9,-27.4768,-49.2088,20.8447,1
1183,8,-80.4531,5.0483,13.9789,1
1183,9,-27.4526,-48.7273,21.1066,1
1184,8,-80.4663,5.1249,14.1199,1
1184,9,-27.4556,-48.1503,21.2840,1
1185,8,-80.5217,5.1528,14.1802,1
1185,9,-27.5031,-47.5999,21.4305,1
1186,8,-80.5849,5.2604,14.2204,1
1186,9,-27.5425,-47.0823,21.4938,1
1187,8,-80.6625,5.4439,14.2678,1
1187,9,-27.5574,-46.5616,21.5019,1
1188,8,-80.7254,5.5963,14.2404,1
1188,9,-27.6106,-46.0672,21.5898,1
1189,8,-80.8231,5.7211,14.2252,1
1189,9,-27.6518,-45.6252,21.6551,1
1190,8,-80.9483,5.8982,14.2050,1
1190,9,-27.6494,-45.2794,21.7002,1
1191,8,-81.0265,6.0586,14.0886,1
1191,9,-27.6070,-44.9033,21.8038,1
1192,8,-81.0860,6.2514,14.0038,1
1192,9,-27.5267,-44.4948,21.8503,1
1193,8,-81.0821,6.4126,13.8750,1
1193,9,-27.4539,-44.1214,21.8831,1
1194,8,-81.0217,6.5787,13.7703,1
1194,9,-27.4189,-43.7075,21.9077,1
1195,8,-81.0528,6.7431,13.6849,1
1195,9,-27.3841,-43.3287,22.0268,1
1196,8,-81.1105,6.8443,13.6269,1
1196,9,-27.3315,-42.9903,22.0991,1
1197,8,-81.1004,6.8094,13.5508,1
1197,9,-27.3217,-42.7281,22.1802,1
1198,8,-81.0745,6.7835,13.5078,1
1198,9,-27.3971,-42.5139,22.2018,1
1199,8,-80.9773,6.7054,13.4563,1
1199,9,-27.5191,-42.2413,22.2516,1
1200,8,-80.9528,6.6002,13.4342,1
1200,9,-27.5729,-41.9615,22.3497,1
1201,8,-80.9375,6.5173,13.3953,1
1201,9,-27.6657,-41.5824,22.5570,1
1202,8,-80.8622,6.3998,13.5165,1
1202,9,-27.6983,-41.1498,22.7948,1
1203,8,-80.7707,6.3224,13.6832,1
1203,9,-27.6712,-40.6923,22.9369,1
1204,8,-80.7028,6.2362,13.8499,1
1204,9,-27.5970,-40.2865,23.0447,1
1205,8,-80.6830,6.1061,14.0076,1
1205,9,-27.5501,-39.8835,23.2259,1
1206,8,-80.6672,5.9978,14.0347,1
1206,9,-27.6139,-39.4204,23.3849,1
1207,8,-80.6875,5.9582,14.0016,1
1207,9,-27.6452,-39.0339,23.6123,1
1208,8,-80.8066,5.9868,13.9329,1
1208,9,-27.6695,-38.7109,23.8054,1
1209,8,-80.8986,6.1297,13.9011,1
1209,9,-27.7479,-38.3745,23.9905,1
1210,8,-80.9963,6.2775,13.8777,1
1210,9,-27.7862,-38.0193,24.1906,1
1211,8,-81.0734,6.2733,13.8070,1
1211,9,-27.7513,-37.5677,24.4234,1
1212,8,-81.1701,6.2545,13.7114,1
1212,9,-27.7214,-37.1667,24.5705,1
1213,8,-81.2952,6.1557,13.6838,1
1213,9,-27.7585,-36.7694,24.6633,1
1214,8,-81.4426,6.0090,13.7285,1
1214,9,-27.7319,-36.3856,24.7877,1
1215,8,-81.4488,5.8406,13.8369,1
1215,9,-27.7080,-35.9532,24.8522,1
1216,8,-81.4295,5.6276,13.9502,1
1216,9,-27.6536,-35.4995,24.8950,1
1217,8,-81.3757,5.4774,13.9794,1
1217,9,-27.6354,-35.0602,25.0588,1
1218,8,-81.2936,5.3728,13.9509,1
1218,9,-27.6334,-34.5907,25.2258,1
1219,8,-81.2395,5.3419,13.9515,1
1219,9,-27.6262,-34.1963,25.4821,1
1220,8,-81.3656,5.3300,14.0466,1
1220,9,-27.6458,-33.8971,25.7789,1
1221,8,-81.4292,5.3343,14.1450,1
1221,9,-27.7120,-33.5804,26.0007,1
1222,8,-81.3441,5.4061,14.2278,1
1222,9,-27.7644,-33.2771,26.3262,1
1223,8,-81.3308,5.6011,14.3180,1
1223,9,-27.8336,-32.9225,26.6697,1
1224,8,-81.2251,5.7227,14.3406,1
1224,9,-27.8110,-32.6092,27.0081,1
1225,8,-81.0375,5.9721,14.3618,1
1225,9,-27.6837,-32.3187,27.3838,1
1226,8,-80.8408,6.2054,14.3384,1
1226,9,-27.4625,-32.0146,27.6362,1
1227,8,-80.6329,6.3942,14.3129,1
1227,9,-27.1998,-31.8078,27.8978,1
1228,8,-80.5074,6.5313,14.2038,1
1228,9,-26.8324,-31.6534,28.1213,1
1229,8,-80.4569,6.5502,14.1416,1
1229,9,-26.4025,-31.4496,28.2973,1
1230,8,-80.4499,6.5803,14.0851,1
1230,9,-26.0342,-31.3341,28.4241,1
1231,8,-80.4025,6.5262,14.0455,1
1231,9,-25.6838,-31.2165,28.5451,1
1232,8,-80.3995,6.4544,14.0187,1
1232,9,-25.4111,-31.1399,28.6186,1
1233,8,-80.4089,6.2547,13.9249,1
1233,9,-25.1322,-31.0960,28.7353,1
1234,8,-80.3943,6.1699,13.8525,1
1234,9,-24.7351,-31.0390,28.8966,1
1235,8,-80.3739,6.1104,13.8277,1
1235,9,-24.3721,-30.9967,29.0311,1
1236,8,-80.3731,6.0814,13.8399,1
1236,9,-23.9227,-30.9659,29.0523,1
1237,8,-80.2757,6.1365,13.9086,1
1237,9,-23.5388,-30.9032,29.0274,1
1238,8,-80.0609,6.2082,14.0261,1
1238,9,-23.2326,-30.8650,29.0074,1
1239,8,-79.8878,6.3283,14.2493,1
1239,9,-22.9231,-30.8271,28.9429,1
1240,8,-79.7500,6.4705,14.5808,1
1240,9,-22.4976,-30.8593,28.8079,1
1241,8,-79.5716,6.6374,14.9150,1
1241,9,-22.1268,-30.8585,28.6921,1
1242,8,-79.3552,6.8793,15.2817,1
1242,9,-21.7126,-30.8386,28.6430,1
1243,8,-79.1905,7.1265,15.6288,1
1243,9,-21.2837,-30.8464,28.6148,1
1244,8,-79.0661,7.3892,15.9818,1
1244,9,-20.8843,-30.8261,28.6094,1
1245,8,-78.9468,7.7500,16.2818,1
1245,9,-20.5593,-30.8002,28.6489,1
1246,8,-78.7430,8.1144,16.5756,1
1246,9,-20.2346,-30.7185,28.6339,1
1247,8,-78.5926,8.4181,16.8719,1
1247,9,-19.8639,-30.6267,28.5903,1
1247,10,19.5991,43.2343,15.4829,3
1248,8,-78.4452,8.6257,17.1986,1
1248,9,-19.4215,-30.5620,28.5644,1
1248,10,19.6220,42.9290,15.3980,3
1249,8,-78.1958,8.8251,17.5068,1
1249,9,-18.9818,-30.5187,28.5108,1
1249,10,19.5805,42.6689,15.3503,3
1250,8,-78.0107,9.0385,17.7690,1
1250,9,-18.6229,-30.5300,28.4870,1
1250,10,19.3887,42.3630,15.2769,3
1251,8,-77.8896,9.2763,18.0760,1
1251,9,-18.1878,-30.4492,28.4548,1
1251,10,19.1988,42.1300,15.2955,3
1252,8,-77.7723,9.4371,18.4171,1
1252,9,-17.8562,-30.3514,28.3376,1
1252,10,19.0066,41.8737,15.3299,3
1253,8,-77.6651,9.5497,18.7176,1
1253,9,-17.5872,-30.3182,28.2700,1
1253,10,18.8346,41.6446,15.4582,3
1254,8,-77.5556,9.6742,19.0274,1
1254,9,-17.3894,-30.3164,28.1811,1
1254,10,18.7085,41.4312,15.6376,3
1255,8,-77.4739,9.8179,19.3982,1
1255,9,-17.2793,-30.2806,27.9438,1
1255,10,18.5071,41.2190,15.7674,3
1256,8,-77.3043,9.9790,19.6682,1
1256,9,-17.0280,-30.2648,27.7383,1
1256,10,18.2971,41.0352,15.8760,3
1257,8,-77.1373,10.1291,19.9739,1
1257,9,-16.8213,-30.2488,27.5396,1
1257,10,18.0636,40.8255,15.9950,3
1258,8,-76.9118,10.3393,20.3403,1
1258,9,-16.6561,-30.3161,27.4529,1
1258,10,17.9527,40.5527,16.1348,3
1259,8,-76.7626,10.5437,20.7401,1
1259,9,-16.5126,-30.3396,27.3617,1
1259,10,17.7295,40.2809,16.2584,3
1260,8,-76.6245,10.8643,21.0654,1
1260,9,-16.3716,-30.3953,27.3336,1
1260,10,17.4920,40.0507,16.3127,3
1261,8,-76.4831,11.1289,21.4039,1
1261,9,-16.1374,-30.3898,27.2688,1
1261,10,17.2096,39.8861,16.3521,3
1262,8,-76.3550,11.4123,21.7110,1
1262,9,-15.8711,-30.4475,27.1738,1
1262,10,16.9855,39.7200,16.2762,3
1263,8,-76.2178,11.7086,21.9553,1
1263,9,-15.5504,-30.5433,27.0662,1
1263,10,16.7793,39.5341,16.2003,3
1264,8,-76.1527,12.0543,22.1589,1
1264,9,-15.2698,-30.5703,26.9109,1
1264,10,16.5593,39.3370,16.1700,3
1265,8,-76.0401,12.4337,22.2879,1
1265,9,-15.0333,-30.5657,26.7428,1
1265,10,16.3151,39.0420,16.1172,3
1266,8,-75.9695,12.8078,22.3832,1
1266,9,-14.7256,-30.4982,26.5540,1
1266,10,16.0320,38.7944,16.0860,3
1267,8,-75.9616,13.2001,22.5193,1
1267,9,-14.3793,-30.4647,26.3145,1
1267,10,15.7451,38.5886,16.0907,3
1268,8,-76.0127,13.5670,22.6512,1
1268,9,-13.9675,-30.4257,26.2265,1
1268,10,15.4902,38.4658,16.1182,3
1269,8,-76.0688,13.9466,22.8392,1
1269,9,-13.5277,-30.3443,26.1311,1
1269,10,15.3225,38.3573,16.0189,3
1270,8,-76.0606,14.3216,23.0416,1
1270,9,-13.0990,-30.3652,26.0588,1
1270,10,15.0837,38.3085,15.9534,3
1271,8,-75.9980,14.6767,23.1860,1
1271,9,-12.6153,-30.4369,25.9259,1
1271,10,14.8685,38.1908,15.8915,3
1272,8,-75.8734,15.0150,23.3204,1
1272,9,-12.1929,-30.5016,25.8101,1
1272,10,14.6831,38.1255,15.9136,3
1273,8,-75.8013,15.2766,23.4407,1
1273,9,-11.8353,-30.4653,25.7278,1
1273,10,14.5027,38.0426,15.9691,3
1274,8,-75.8220,15.4988,23.5440,1
1274,9,-11.4723,-30.3708,25.6402,1
1274,10,14.3455,37.9698,15.9956,3
1275,8,-75.7946,15.7494,23.6956,1
1275,9,-11.0682,-30.3032,25.6256,1
1275,10,14.2578,37.9508,16.1504,3
1276,8,-75.6743,16.0152,23.9013,1
1276,9,-10.7655,-30.2207,25.5564,1
1276,10,14.1599,37.8477,16.2166,3
1277,8,-75.5076,16.2199,24.0962,1
1277,9,-10.4166,-30.1549,25.5010,1
1277,10,14.0709,37.7608,16.3194,3
1278,8,-75.2989,16.3820,24.2359,1
1278,9,-10.0690,-30.0975,25.4308,1
1278,10,13.9797,37.6612,16.4884,3
1279,8,-75.0245,16.6058,24.4271,1
1279,9,-9.7400,-30.0088,25.3257,1
1279,10,13.9059,37.5649,16.6652,3
1280,8,-74.7865,16.8256,24.6669,1
1280,9,-9.4030,-29.9666,25.2295,1
1280,10,13.7048,37.5097,16.8671,3
1281,8,-74.5879,16.9983,24.8890,1
1281,9,-9.1124,-30.0230,25.1146,1
1281,10,13.5910,37.4821,17.0070,3
1282,8,-74.3565,17.2685,25.1163,1
1282,9,-8.7226,-30.1294,25.0202,1
1282,10,13.3849,37.4873,17.1618,3
1283,8,-74.2428,17.6200,25.3413,1
1283,9,-8.3312,-30.1822,24.8848,1
1283,10,13.1043,37.4453,17.3139,3
1284,8,-74.0854,17.9508,25.6082,1
1284,9,-8.0685,-30.1731,24.7940,1
1284,10,12.7802,37.2705,17.4508,3
1285,8,-73.9518,18.2036,25.9051,1
1285,9,-7.7836,-30.1424,24.6816,1
1285,10,12.5549,37.0163,17.5198,3
1286,8,-73.8659,18.5383,26.3053,1
1286,9,-7.4525,-30.1692,24.5900,1
1286,10,12.3922,36.7776,17.5700,3
1287,8,-73.8260,18.8049,26.6864,1
1287,9,-7.1249,-30.1923,24.4112,1
1287,10,12.1344,36.5737,17.6102,3
1288,8,-73.7722,19.0477,27.0275,1
1288,9,-6.7042,-30.1586,24.2404,1
1288,10,11.9039,36.4771,17.6082,3
1289,8,-73.7555,19.3562,27.3711,1
1289,9,-6.2992,-30.1577,24.0421,1
1289,10,11.5988,36.3965,17.6464,3
1290,8,-73.7347,19.6773,27.7782,1
1290,9,-5.9184,-30.2197,23.8763,1
1290,10,11.2724,36.3989,17.6231,3
1291,8,-73.7915,19.9937,28.0858,1
1291,9,-5.5109,-30.3378,23.7366,1
1291,10,10.9961,36.3328,17.6143,3
1292,8,-73.8606,20.1984,28.4120,1
1292,9,-5.0783,-30.4380,23.5080,1
1292,10,10.7197,36.1797,17.6450,3
1293,8,-73.8631,20.3428,28.6900,1
1293,9,-4.5909,-30.5766,23.3290,1
1293,10,10.4122,36.0563,17.5978,3
1294,8,-73.8488,20.5936,28.9685,1
1294,9,-4.1188,-30.7130,23.1605,1
1294,10,10.0695,35.9195,17.5380,3
1295,8,-73.8897,20.8220,29.1757,1
1295,9,-3.6429,-30.7133,22.9412,1
1295,10,9.7782,35.7737,17.4851,3
1296,8,-73.9378,21.0174,29.4166,1
1296,9,-3.2309,-30.7714,22.7165,1
1296,10,9.4804,35.6415,17.4461,3
1297,8,-74.0197,21.2588,29.6446,1
1297,9,-2.8680,-30.8826,22.5672,1
1297,10,9.1899,35.4434,17.4473,3
1298,8,-74.0639,21.5536,29.8002,1
1298,9,-2.5535,-31.0357,22.2884,1
1298,10,8.9004,35.3118,17.4509,3
1299,8,-74.0875,21.8225,29.8949,1
1299,9,-2.1255,-31.1640,22.0278,1
1299,10,8.6298,35.1915,17.5181,3
1300,8,-74.1138,22.0146,29.9190,1
1300,9,-1.7803,-31.2432,21.7909,1
1300,10,8.3289,35.1063,17.5835,3
1301,8,-74.0846,22.2555,29.8577,1
1301,9,-1.4367,-31.2896,21.5467,1
1301,10,7.9559,35.0366,17.6079,3
1302,8,-74.0953,22.5261,29.8194,1
1302,9,-1.0144,-31.3356,21.4018,1
1302,10,7.5748,34.8117,17.7384,3
1303,8,-74.2153,22.9175,29.8807,1
1303,9,-0.5788,-31.3955,21.2578,1
1303,10,7.1716,34.6386,17.8311,3
1304,8,-74.3296,23.3128,29.9906,1
1304,9,-0.1928,-31.4774,21.0889,1
1304,10,6.7448,34.4558,17.9586,3
1305,8,-74.3817,23.7112,30.0504,1
1305,9,0.2311,-31.5123,20.8819,1
1305,10,6.3899,34.2422,18.0774,3
1306,8,-74.3278,24.1306,30.0782,1
1306,9,0.6256,-31.6192,20.7135,1
1306,10,6.0240,33.9384,18.1828,3
1307,8,-74.3117,24.5123,30.1399,1
1307,9,1.0477,-31.6466,20.6136,1
